,Date,Time,Day,Station,Delay Code,Min Delay,Min Gap,Direction,Line,Vehicle,Latitude,Longitude,Incident,Rush Hour Index,Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
1292,2024-08-21,16:32:00,Wednesday,SHEPPARD WEST STATION,EUDO,5.0,10.0,N,YU,5806.0,43.7497,-79.4629,Door Problems - Faulty Equipment,1,16.6,0.0,0.0,0.0,,51.0
1293,2024-08-21,18:52:00,Wednesday,EGLINTON WEST STATION,EUDO,4.0,7.0,N,YU,5586.0,43.69953,-79.43554,Door Problems - Faulty Equipment,1,16.6,0.0,0.0,0.0,,51.0
1294,2024-08-25,08:19:00,Sunday,KENNEDY BD STATION,EUDO,4.0,8.0,W,BD,5290.0,43.73228,-79.26554,Door Problems - Faulty Equipment,1,22.2,0.0,0.0,0.0,,
1295,2024-08-26,13:47:00,Monday,FINCH STATION,EUDO,3.0,8.0,S,YU,5651.0,43.78066,-79.41445,Door Problems - Faulty Equipment,0,23.0,0.0,0.0,0.0,,
1296,2024-08-26,13:53:00,Monday,SHEPPARD STATION,EUDO,3.0,8.0,S,YU,5651.0,43.74983,-79.38629,Door Problems - Faulty Equipment,0,23.0,0.0,0.0,0.0,,
1297,2024-08-27,17:32:00,Tuesday,ST CLAIR WEST STATION,EUDO,10.0,13.0,S,YU,5431.0,43.68403,-79.41553,Door Problems - Faulty Equipment,1,26.4,0.0,0.0,0.0,,45.0
1298,2024-08-30,17:57:00,Friday,WARDEN STATION,EUDO,7.0,10.0,W,BD,5111.0,43.71158,-79.27936,Door Problems - Faulty Equipment,1,21.0,6.7,0.0,6.7,,41.0
1299,2024-09-04,09:22:00,Wednesday,KEELE STATION,EUDO,4.0,8.0,W,BD,5330.0,43.65521,-79.45968,Door Problems - Faulty Equipment,1,18.2,0.0,0.0,0.0,,
1300,2024-09-06,20:20:00,Friday,LESLIE STATION,EUDO,3.0,10.0,W,SHP,6171.0,43.7712,-79.36669,Door Problems - Faulty Equipment,0,18.8,2.3,0.0,2.3,,36.0
1301,2024-09-09,16:56:00,Monday,WILSON STATION,EUDO,3.0,6.0,S,YU,5541.0,43.7345,-79.4501,Door Problems - Faulty Equipment,1,16.6,2.4,0.0,2.4,,44.0
1302,2024-09-09,17:02:00,Monday,YORKDALE STATION,EUDO,4.0,7.0,S,YU,5541.0,43.72484,-79.44703,Door Problems - Faulty Equipment,1,16.6,2.4,0.0,2.4,,44.0
1303,2024-09-10,17:33:00,Tuesday,ROYAL YORK STATION,EUDO,8.0,11.0,E,BD,5121.0,43.64816,-79.51134,Door Problems - Faulty Equipment,1,16.4,0.0,0.0,0.0,,
1304,2024-09-10,18:33:00,Tuesday,FINCH WEST STATION,EUDO,3.0,5.0,N,YU,5571.0,43.7699,-79.4872,Door Problems - Faulty Equipment,1,16.4,0.0,0.0,0.0,,
1305,2024-09-12,11:44:00,Thursday,BLOOR STATION,EUDO,3.0,8.0,N,YU,5616.0,43.67068,-79.38533,Door Problems - Faulty Equipment,0,19.1,0.0,0.0,0.0,,
1306,2024-09-12,12:04:00,Thursday,DAVISVILLE STATION,EUDO,4.0,9.0,N,YU,5616.0,43.69806,-79.39722,Door Problems - Faulty Equipment,0,19.1,0.0,0.0,0.0,,
1307,2024-09-17,22:04:00,Tuesday,QUEEN STATION,EUDO,13.0,18.0,S,YU,5446.0,43.65262,-79.37919,Door Problems - Faulty Equipment,0,20.5,0.0,0.0,0.0,,
1308,2024-09-18,18:49:00,Wednesday,DONLANDS STATION,EUDO,6.0,11.0,E,BD,5116.0,43.68418,-79.33492,Door Problems - Faulty Equipment,1,19.9,0.0,0.0,0.0,,
1309,2024-09-19,08:38:00,Thursday,YONGE BD STATION,EUDO,9.0,11.0,W,BD,5338.0,43.6704,-79.3867,Door Problems - Faulty Equipment,1,20.5,0.0,0.0,0.0,,
1310,2024-09-23,08:07:00,Monday,KENNEDY BD STATION,EUDO,3.0,5.0,E,BD,5197.0,43.73228,-79.26554,Door Problems - Faulty Equipment,1,19.4,47.8,0.0,47.8,,
1311,2024-09-25,05:46:00,Wednesday,FINCH STATION,EUDO,4.0,8.0,S,YU,5486.0,43.78066,-79.41445,Door Problems - Faulty Equipment,0,20.6,2.6,0.0,2.6,,41.0
1312,2024-09-25,06:11:00,Wednesday,VAUGHAN MC STATION,EUDO,4.0,9.0,S,YU,6036.0,43.7942,-79.5322,Door Problems - Faulty Equipment,0,20.6,2.6,0.0,2.6,,41.0
1313,2024-09-25,07:34:00,Wednesday,YONGE BD STATION,EUDO,4.0,6.0,W,BD,5080.0,43.6704,-79.3867,Door Problems - Faulty Equipment,1,20.6,2.6,0.0,2.6,,41.0
1314,2024-09-25,00:50:00,Wednesday,SHERBOURNE STATION,EUDO,9.0,14.0,W,BD,5070.0,43.67212,-79.37644,Door Problems - Faulty Equipment,0,20.6,2.6,0.0,2.6,,41.0
1315,2024-09-29,09:22:00,Sunday,DOWNSVIEW PARK STATION,EUDO,3.0,7.0,S,YU,6076.0,43.7545,-79.477,Door Problems - Faulty Equipment,1,20.7,0.0,0.0,0.0,,
1316,2024-09-29,12:42:00,Sunday,LANSDOWNE STATION,EUDO,17.0,22.0,E,BD,5324.0,43.6641,-79.44263,Door Problems - Faulty Equipment,0,20.7,0.0,0.0,0.0,,
1317,2024-10-04,15:30:00,Friday,WILSON STATION,EUDO,9.0,13.0,N,YU,5811.0,43.7345,-79.4501,Door Problems - Faulty Equipment,1,15.8,0.6,0.0,0.6,,
1318,2024-10-07,12:38:00,Monday,ST CLAIR WEST STATION,EUDO,3.0,8.0,S,YU,5626.0,43.68403,-79.41553,Door Problems - Faulty Equipment,0,13.1,1.1,0.0,1.1,,46.0
1319,2024-10-08,14:17:00,Tuesday,KIPLING STATION,EUDO,4.0,8.0,E,BD,5030.0,43.63795,-79.53535,Door Problems - Faulty Equipment,0,9.9,1.8,0.0,1.8,,44.0
1320,2024-10-09,23:43:00,Wednesday,DONLANDS STATION,EUDO,3.0,8.0,E,BD,5211.0,43.68418,-79.33492,Door Problems - Faulty Equipment,0,8.8,1.0,0.0,1.0,,55.0
1321,2024-10-12,13:47:00,Saturday,BATHURST STATION,EUDO,9.0,14.0,W,BD,5328.0,43.66638,-79.41164,Door Problems - Faulty Equipment,0,12.3,0.0,0.0,0.0,,49.0
1322,2024-10-16,12:30:00,Wednesday,KING STATION,EUDO,4.0,9.0,S,YU,5771.0,43.64981,-79.37734,Door Problems - Faulty Equipment,0,6.4,0.0,0.0,0.0,,40.0
1323,2024-10-17,06:09:00,Thursday,HIGHWAY 407 STATION,EUDO,3.0,5.0,S,YU,5776.0,43.7942,-79.5322,Door Problems - Faulty Equipment,0,7.8,0.0,0.0,0.0,,
1324,2024-10-17,07:13:00,Thursday,KIPLING STATION,EUDO,3.0,5.0,W,BD,5341.0,43.63795,-79.53535,Door Problems - Faulty Equipment,1,7.8,0.0,0.0,0.0,,
1325,2024-10-18,07:02:00,Friday,JANE STATION,EUDO,6.0,8.0,E,BD,5310.0,43.6498,-79.48393,Door Problems - Faulty Equipment,1,10.1,0.0,0.0,0.0,,
1326,2024-10-19,00:29:00,Saturday,DON MILLS STATION,EUDO,5.0,12.0,W,SHP,6171.0,43.77556,-79.34655,Door Problems - Faulty Equipment,0,11.4,0.0,0.0,0.0,,
1327,2024-10-21,22:28:00,Monday,VAUGHAN MC STATION,EUDO,6.0,12.0,S,YU,5936.0,43.7942,-79.5322,Door Problems - Faulty Equipment,0,19.2,0.0,0.0,0.0,,36.0
1328,2024-10-22,06:44:00,Tuesday,BLOOR STATION,EUDO,4.0,9.0,N,YU,5516.0,43.67068,-79.38533,Door Problems - Faulty Equipment,1,17.0,0.0,0.0,0.0,,
1329,2024-10-22,17:23:00,Tuesday,DAVISVILLE STATION,EUDO,3.0,5.0,S,YU,5936.0,43.69806,-79.39722,Door Problems - Faulty Equipment,1,17.0,0.0,0.0,0.0,,
1330,2024-10-22,18:59:00,Tuesday,YORKDALE STATION,EUDO,4.0,6.0,N,YU,5466.0,43.72484,-79.44703,Door Problems - Faulty Equipment,1,17.0,0.0,0.0,0.0,,
1331,2024-10-27,17:34:00,Sunday,ST GEORGE YUS STATION,EUDO,5.0,9.0,N,YU,6056.0,43.6683,-79.3987,Door Problems - Faulty Equipment,1,6.1,0.0,0.0,0.0,,40.0
1332,2024-10-31,10:56:00,Thursday,QUEEN'S PARK STATION,EUDO,8.0,13.0,S,YU,5481.0,43.65977,-79.39018,Door Problems - Faulty Equipment,0,19.2,0.5,0.0,0.5,,61.0
1333,2024-11-06,18:51:00,Wednesday,DAVISVILLE STATION,EUDO,3.0,6.0,N,YU,5606.0,43.69806,-79.39722,Door Problems - Faulty Equipment,1,16.3,0.6,0.0,0.6,,53.0
1334,2024-11-11,16:13:00,Monday,VICTORIA PARK STATION,EUDO,5.0,8.0,W,BD,5164.0,43.69455,-79.28939,Door Problems - Faulty Equipment,1,7.7,1.8,0.0,1.8,,72.0
1335,2024-11-13,01:53:00,Wednesday,COXWELL STATION,EUDO,5.0,10.0,E,BD,5045.0,43.68456,-79.32305,Door Problems - Faulty Equipment,0,3.1,0.0,0.0,0.0,,51.0
1336,2024-11-14,10:42:00,Thursday,BATHURST STATION,EUDO,3.0,7.0,E,BD,5148.0,43.66638,-79.41164,Door Problems - Faulty Equipment,0,7.4,1.8,0.0,1.8,,43.0
1337,2024-11-16,00:32:00,Saturday,COXWELL STATION,EUDO,12.0,18.0,W,BD,5233.0,43.68456,-79.32305,Door Problems - Faulty Equipment,0,5.6,0.0,0.0,0.0,,36.0
1338,2024-11-18,08:05:00,Monday,KENNEDY BD STATION,EUDO,3.0,5.0,E,BD,5269.0,43.73228,-79.26554,Door Problems - Faulty Equipment,1,8.3,0.0,0.0,0.0,,35.0
1339,2024-11-21,07:42:00,Thursday,VICTORIA PARK STATION,EUDO,6.0,9.0,W,BD,5278.0,43.69455,-79.28939,Door Problems - Faulty Equipment,1,3.6,0.0,0.0,0.0,,32.0
1340,2024-11-21,18:50:00,Thursday,LAWRENCE STATION,EUDO,5.0,8.0,N,YU,5941.0,43.72541,-79.40225,Door Problems - Faulty Equipment,1,3.6,0.0,0.0,0.0,,32.0
1341,2024-11-21,22:19:00,Thursday,BROADVIEW STATION,EUDO,6.0,11.0,E,BD,5371.0,43.67674,-79.35868,Door Problems - Faulty Equipment,0,3.6,0.0,0.0,0.0,,32.0
1342,2024-11-22,15:13:00,Friday,KENNEDY BD STATION,EUDO,3.0,6.0,E,BD,5106.0,43.73228,-79.26554,Door Problems - Faulty Equipment,0,5.4,1.7,0.0,1.7,,43.0
1343,2024-11-22,18:07:00,Friday,NORTH YORK CTR STATION,EUDO,3.0,5.0,S,YU,6076.0,43.7681,-79.4124,Door Problems - Faulty Equipment,1,5.4,1.7,0.0,1.7,,43.0
1344,2024-11-23,11:25:00,Saturday,COLLEGE STATION,EUDO,3.0,7.0,S,YU,6076.0,43.66139,-79.38347,Door Problems - Faulty Equipment,0,5.6,0.0,0.0,0.0,,53.0
1345,2024-11-25,16:46:00,Monday,BAY STATION,EUDO,8.0,11.0,W,BD,5007.0,43.67042,-79.38935,Door Problems - Faulty Equipment,1,2.2,1.2,0.0,1.2,,
1346,2024-11-26,23:07:00,Tuesday,FINCH STATION,EUDO,6.0,12.0,S,YU,5861.0,43.78066,-79.41445,Door Problems - Faulty Equipment,0,4.6,4.4,0.0,4.4,,59.0
1347,2024-11-27,17:20:00,Wednesday,OSGOODE STATION,EUDO,4.0,8.0,N,YU,5501.0,43.65054,-79.38684,Door Problems - Faulty Equipment,1,1.6,0.0,0.0,0.0,,42.0
1348,2024-11-28,06:09:00,Thursday,GREENWOOD STATION,EUDO,6.0,11.0,E,BD,5227.0,43.68498,-79.32734,Door Problems - Faulty Equipment,0,3.5,0.0,0.2,0.2,,41.0
1349,2024-11-30,11:45:00,Saturday,BROADVIEW STATION,EUDO,11.0,15.0,E,BD,5278.0,43.67674,-79.35868,Door Problems - Faulty Equipment,0,-2.3,0.0,0.0,0.0,,58.0
1350,2024-11-30,22:02:00,Saturday,DUFFERIN STATION,EUDO,6.0,12.0,W,BD,5309.0,43.6626,-79.43572,Door Problems - Faulty Equipment,0,-2.3,0.0,0.0,0.0,,58.0
1351,2024-01-01,02:45:00,Monday,COLLEGE STATION,MUIR,12.0,18.0,N,YU,5816.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Medical Aid Refused,0,-2.6,0.0,0.4,0.2,2.0,31.0
1352,2024-01-01,14:15:00,Monday,BLOOR STATION,MUIR,12.0,16.0,N,YU,5631.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,0,-2.6,0.0,0.4,0.2,2.0,31.0
1353,2024-01-02,09:33:00,Tuesday,FINCH WEST STATION,MUIR,4.0,7.0,N,YU,5851.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Medical Aid Refused,1,-1.0,0.0,0.0,0.0,,40.0
1354,2024-01-02,15:09:00,Tuesday,KIPLING STATION,MUIR,3.0,6.0,E,BD,5017.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Medical Aid Refused,0,-1.0,0.0,0.0,0.0,,40.0
1355,2024-01-03,15:26:00,Wednesday,EGLINTON STATION,MUIR,5.0,10.0,N,YU,5436.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.0,0.0,0.0,0.0,0.0,37.0
1356,2024-01-05,17:50:00,Friday,UNION STATION,MUIR,7.0,10.0,N,YU,6126.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,1,-1.8,0.0,0.0,0.0,,35.0
1357,2024-01-05,19:45:00,Friday,YONGE BD STATION,MUIR,4.0,9.0,E,BD,5222.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Medical Aid Refused,0,-1.8,0.0,0.0,0.0,,35.0
1358,2024-01-05,21:01:00,Friday,BROADVIEW STATION,MUIR,8.0,13.0,E,BD,5369.0,43.67674,-79.35868,Injured or ill Customer (On Train) - Medical Aid Refused,0,-1.8,0.0,0.0,0.0,,35.0
1359,2024-01-06,15:31:00,Saturday,SPADINA BD STATION,MUIR,3.0,7.0,E,BD,5049.0,43.6671,-79.4032,Injured or ill Customer (On Train) - Medical Aid Refused,1,-1.3,0.0,3.8,3.8,2.0,54.0
1360,2024-01-07,19:43:00,Sunday,EGLINTON WEST STATION,MUIR,14.0,20.0,S,YU,5731.0,43.69953,-79.43554,Injured or ill Customer (On Train) - Medical Aid Refused,0,-2.7,0.0,0.4,0.4,4.0,
1361,2024-01-07,00:12:00,Sunday,VAUGHAN MC STATION,MUIR,6.0,12.0,S,YU,6014.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Medical Aid Refused,0,-2.7,0.0,0.4,0.4,4.0,
1362,2024-01-08,20:03:00,Monday,MUSEUM STATION,MUIR,6.0,9.0,N,YU,5736.0,43.66771,-79.39332,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.3,0.0,0.0,0.0,3.0,
1363,2024-01-08,23:35:00,Monday,EGLINTON STATION,MUIR,4.0,9.0,S,YU,5591.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.3,0.0,0.0,0.0,3.0,
1364,2024-01-10,08:53:00,Wednesday,ST CLAIR STATION,MUIR,7.0,10.0,S,YU,5891.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.0,0.0,0.0,0.0,,69.0
1365,2024-01-15,14:13:00,Monday,JANE STATION,MUIR,6.0,10.0,W,BD,5251.0,43.6498,-79.48393,Injured or ill Customer (On Train) - Medical Aid Refused,0,-11.0,0.0,0.0,0.0,5.0,39.0
1366,2024-01-15,01:06:00,Monday,QUEEN'S PARK STATION,MUIR,5.0,12.0,S,YU,5696.0,43.65977,-79.39018,Injured or ill Customer (On Train) - Medical Aid Refused,0,-11.0,0.0,0.0,0.0,5.0,39.0
1367,2024-01-17,21:51:00,Wednesday,FINCH STATION,MUIR,5.0,10.0,S,YU,5856.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,-12.0,0.0,0.0,0.0,3.0,57.0
1368,2024-01-18,08:22:00,Thursday,ST CLAIR STATION,MUIR,3.0,6.0,N,YU,5556.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,1,-6.2,0.0,0.6,0.6,3.0,32.0
1369,2024-01-18,17:12:00,Thursday,SUMMERHILL STATION,MUIR,4.0,7.0,N,YU,5491.0,43.682,-79.3903,Injured or ill Customer (On Train) - Medical Aid Refused,1,-6.2,0.0,0.6,0.6,3.0,32.0
1370,2024-01-18,18:35:00,Thursday,ST CLAIR STATION,MUIR,8.0,11.0,N,YU,5416.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,1,-6.2,0.0,0.6,0.6,3.0,32.0
1371,2024-01-19,18:39:00,Friday,WOODBINE STATION,MUIR,9.0,12.0,W,BD,5162.0,43.68584,-79.31512,Injured or ill Customer (On Train) - Medical Aid Refused,1,-11.0,0.0,0.0,0.0,3.0,39.0
1372,2024-01-21,22:01:00,Sunday,KENNEDY BD STATION,MUIR,6.0,12.0,W,BD,5205.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,-6.8,0.0,0.0,0.0,2.0,36.0
1373,2024-01-23,08:11:00,Tuesday,ROSEDALE STATION,MUIR,3.0,6.0,S,YU,5706.0,43.6784,-79.39,Injured or ill Customer (On Train) - Medical Aid Refused,1,0.2,2.4,4.8,7.2,2.0,
1374,2024-01-23,08:41:00,Tuesday,BLOOR STATION,MUIR,3.0,6.0,S,YU,6071.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,1,0.2,2.4,4.8,7.2,2.0,
1375,2024-01-23,16:41:00,Tuesday,SPADINA YUS STATION,MUIR,3.0,6.0,S,YU,5911.0,43.6683,-79.4033,Injured or ill Customer (On Train) - Medical Aid Refused,1,0.2,2.4,4.8,7.2,2.0,
1376,2024-01-23,16:58:00,Tuesday,UNION STATION,MUIR,3.0,6.0,S,YU,5916.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,1,0.2,2.4,4.8,7.2,2.0,
1377,2024-01-24,15:27:00,Wednesday,ISLINGTON STATION,MUIR,3.0,6.0,E,BD,5368.0,43.64547,-79.52449,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.1,8.2,0.0,8.2,3.0,
1378,2024-01-25,21:26:00,Thursday,ROSEDALE STATION,MUIR,14.0,19.0,N,YU,6061.0,43.6784,-79.39,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.3,0.2,0.0,0.2,1.0,
1379,2024-01-26,11:27:00,Friday,FINCH WEST STATION,MUIR,4.0,7.0,N,YU,5986.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.7,21.8,0.0,21.8,,45.0
1380,2024-01-26,11:37:00,Friday,FINCH WEST STATION,MUIR,5.0,9.0,S,YU,5986.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.7,21.8,0.0,21.8,,45.0
1381,2024-01-26,11:42:00,Friday,FINCH WEST STATION,MUIR,4.0,8.0,N,YU,5961.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.7,21.8,0.0,21.8,,45.0
1382,2024-01-26,11:55:00,Friday,COXWELL STATION,MUIR,3.0,7.0,E,BD,5186.0,43.68456,-79.32305,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.7,21.8,0.0,21.8,,45.0
1383,2024-01-26,12:19:00,Friday,KENNEDY BD STATION,MUIR,4.0,8.0,W,BD,5203.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.7,21.8,0.0,21.8,,45.0
1384,2024-01-26,01:05:00,Friday,COLLEGE STATION,MUIR,6.0,11.0,S,YU,5566.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Medical Aid Refused,0,2.7,21.8,0.0,21.8,,45.0
1385,2024-01-28,17:27:00,Sunday,DAVISVILLE STATION,MUIR,5.0,12.0,S,YU,5466.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.8,0.0,0.0,0.0,,31.0
1386,2024-01-28,20:26:00,Sunday,UNION STATION,MUIR,4.0,11.0,N,YU,5891.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.8,0.0,0.0,0.0,,31.0
1387,2024-01-29,18:05:00,Monday,SHERBOURNE STATION,MUIR,15.0,18.0,W,BD,5212.0,43.67212,-79.37644,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.0,0.0,0.0,0.0,,36.0
1388,2024-01-29,19:06:00,Monday,FINCH WEST STATION,MUIR,8.0,11.0,N,YU,5631.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.0,0.0,0.0,0.0,,36.0
1389,2024-01-29,21:07:00,Monday,MUSEUM STATION,MUIR,4.0,9.0,N,YU,5436.0,43.66771,-79.39332,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.0,0.0,0.0,0.0,,36.0
1390,2024-01-30,09:59:00,Tuesday,QUEEN'S PARK STATION,MUIR,7.0,10.0,N,YU,5506.0,43.65977,-79.39018,Injured or ill Customer (On Train) - Medical Aid Refused,1,0.9,0.0,0.0,0.0,,33.0
1391,2024-01-30,19:30:00,Tuesday,FINCH WEST STATION,MUIR,3.0,6.0,N,YU,5676.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Medical Aid Refused,0,0.9,0.0,0.0,0.0,,33.0
1392,2024-01-30,22:42:00,Tuesday,FINCH STATION,MUIR,11.0,16.0,S,YU,5751.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,0.9,0.0,0.0,0.0,,33.0
1393,2024-01-31,08:32:00,Wednesday,BLOOR STATION,MUIR,5.0,8.0,N,YU,5441.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.3,0.0,0.0,0.0,,36.0
1394,2024-01-31,12:49:00,Wednesday,YONGE BD STATION,MUIR,9.0,14.0,E,BD,5149.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.3,0.0,0.0,0.0,,36.0
1395,2024-01-31,15:24:00,Wednesday,BATHURST STATION,MUIR,10.0,13.0,E,BD,5224.0,43.66638,-79.41164,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.3,0.0,0.0,0.0,,36.0
1396,2024-01-31,22:13:00,Wednesday,KIPLING STATION,MUIR,5.0,10.0,W,BD,5097.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.3,0.0,0.0,0.0,,36.0
1397,2024-02-01,08:58:00,Thursday,EGLINTON STATION,MUIR,3.0,6.0,S,YU,5881.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.3,,,0.0,,37.0
1398,2024-02-01,12:15:00,Thursday,FINCH STATION,MUIR,5.0,10.0,S,YU,5546.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,3.3,,,0.0,,37.0
1399,2024-02-02,20:03:00,Friday,BLOOR STATION,MUIR,6.0,11.0,S,YU,5512.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,0,0.1,0.0,0.0,0.0,,40.0
1400,2024-02-02,01:03:00,Friday,UNION STATION,MUIR,12.0,20.0,N,YU,5816.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Medical Aid Refused,0,0.1,0.0,0.0,0.0,,40.0
1401,2024-02-03,09:33:00,Saturday,BATHURST STATION,MUIR,3.0,8.0,E,BD,5056.0,43.66638,-79.41164,Injured or ill Customer (On Train) - Medical Aid Refused,1,-0.9,0.0,0.0,0.0,,
1402,2024-02-03,23:44:00,Saturday,FINCH STATION,MUIR,5.0,10.0,S,YU,5876.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.9,0.0,0.0,0.0,,
1403,2024-02-04,00:33:00,Sunday,SHEPPARD STATION,MUIR,6.0,12.0,N,YU,5751.0,43.74983,-79.38629,Injured or ill Customer (On Train) - Medical Aid Refused,0,-1.3,0.0,0.0,0.0,,
1404,2024-02-05,08:45:00,Monday,ST CLAIR WEST STATION,MUIR,3.0,6.0,N,YU,6106.0,43.68403,-79.41553,Injured or ill Customer (On Train) - Medical Aid Refused,1,0.2,0.0,0.0,0.0,,
1405,2024-02-05,20:46:00,Monday,KENNEDY BD STATION,MUIR,5.0,10.0,W,BD,5110.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Medical Aid Refused,0,0.2,0.0,0.0,0.0,,
1406,2024-02-06,07:50:00,Tuesday,CASTLE FRANK STATION,MUIR,4.0,6.0,W,BD,5034.0,43.67435,-79.36811,Injured or ill Customer (On Train) - Medical Aid Refused,1,-0.4,0.0,0.0,0.0,,
1407,2024-02-06,14:33:00,Tuesday,ST CLAIR WEST STATION,MUIR,6.0,11.0,N,YU,6061.0,43.68403,-79.41553,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.4,0.0,0.0,0.0,,
1408,2024-02-06,19:23:00,Tuesday,BLOOR STATION,MUIR,3.0,6.0,N,YU,5916.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.4,0.0,0.0,0.0,,
1409,2024-02-06,00:34:00,Tuesday,SPADINA YUS STATION,MUIR,3.0,8.0,S,YU,5991.0,43.6683,-79.4033,Injured or ill Customer (On Train) - Medical Aid Refused,0,-0.4,0.0,0.0,0.0,,
1410,2024-02-07,07:34:00,Wednesday,SPADINA YUS STATION,MUIR,4.0,7.0,N,YU,5666.0,43.6683,-79.4033,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.0,0.0,0.0,0.0,,
1411,2024-02-07,17:16:00,Wednesday,SHEPPARD STATION,MUIR,5.0,8.0,N,YU,5546.0,43.74983,-79.38629,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.0,0.0,0.0,0.0,,
1412,2024-02-07,20:25:00,Wednesday,JANE STATION,MUIR,13.0,18.0,E,BD,5059.0,43.6498,-79.48393,Injured or ill Customer (On Train) - Medical Aid Refused,0,1.0,0.0,0.0,0.0,,
1413,2024-02-08,08:44:00,Thursday,QUEEN STATION,MUIR,5.0,8.0,S,YU,5651.0,43.65262,-79.37919,Injured or ill Customer (On Train) - Medical Aid Refused,1,3.1,0.0,0.0,0.0,,
1414,2024-02-09,00:18:00,Friday,COLLEGE STATION,MUIR,4.0,9.0,S,YU,6136.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Medical Aid Refused,0,8.9,0.9,0.0,0.9,,61.0
1415,2024-02-10,17:05:00,Saturday,JANE STATION,MUIR,5.0,9.0,W,BD,5109.0,43.6498,-79.48393,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.2,0.0,0.0,0.0,,42.0
1416,2024-02-10,17:53:00,Saturday,BLOOR STATION,MUIR,6.0,12.0,N,YU,5831.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Medical Aid Refused,1,6.2,0.0,0.0,0.0,,42.0
1417,2024-02-10,23:50:00,Saturday,ST GEORGE YUS STATION,MUIR,3.0,9.0,S,YU,5696.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Medical Aid Refused,0,6.2,0.0,0.0,0.0,,42.0
1418,2024-02-11,17:38:00,Sunday,ST CLAIR STATION,MUIR,6.0,12.0,N,YU,5631.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Medical Aid Refused,1,1.7,0.0,0.0,0.0,,39.0
